part_id,panel_id,presence_work,presence_school,educational_attainment,region_nuts1,occupation,primary_vaccination_cycle,indirect_contacts
3656,3106,,,Bachelor or above,South,Retired,Yes,1
3657,956,No work,,Lower Secondary or below,North-East,Employed,Yes,2
3658,3107,,,Lower Secondary or below,North-West,Retired,Yes,1
3659,1115,In-person work,,Lower Secondary or below,Centre,Employed,Yes,90
3660,3108,In-person work,,Lower Secondary or below,North-East,Employed,Yes,12
3661,746,No work,,Bachelor or above,North-West,Employed,Yes,3
3662,3109,Remote work,,Bachelor or above,North-East,Employed,Yes,1
3663,3110,,,Upper Secondary,North-East,Home/family care,Yes,4
3664,29,,In-person attendance,Lower Secondary or below,North-East,Student,No,30
3665,3111,In-person work,,Upper Secondary,North-West,Employed,Yes,6
3666,2299,In-person work,,Bachelor or above,South,Employed,Yes,13
3667,3112,In-person work,,Bachelor or above,Centre,Employed,Yes,1
3668,1555,,,Bachelor or above,North-West,Retired,Yes,28
3669,3113,Remote work,,Bachelor or above,Centre,Employed,Yes,7
3670,389,,In-person attendance,Lower Secondary or below,Islands,Student,No,10
3671,3114,In-person work,,Upper Secondary,North-East,Employed,No,5
3672,733,,In-person attendance,Lower Secondary or below,Centre,Student,No,30
3673,1143,,,Upper Secondary,North-West,Retired,Yes,5
3674,1926,,,Upper Secondary,North-East,Retired,Yes,0
3675,1169,,,Lower Secondary or below,North-East,Student,Yes,16
3676,585,In-person work,,Upper Secondary,North-East,Employed,Yes,4
3677,1346,,,Upper Secondary,North-West,Retired,Yes,2
3678,1964,In-person work,,Upper Secondary,North-West,Employed,Yes,4
3679,3115,In-person work,,Upper Secondary,North-East,Employed,Yes,15
3680,971,In-person work,,Upper Secondary,North-East,Employed,Yes,3
3681,3116,No work,,Upper Secondary,South,Employed,Yes,4
3682,3117,,,Bachelor or above,North-East,Retired,Yes,2
3683,3118,In-person work,,Bachelor or above,North-West,Employed,Yes,2
3684,1005,,,Lower Secondary or below,North-West,Inactive,No,1
3685,3119,Remote work,,Upper Secondary,South,Employed,Yes,1
3686,1594,No work,No attendance,Bachelor or above,North-East,Student,Yes,1
3687,166,In-person work,,Bachelor or above,Centre,Employed,Yes,10
3688,2164,No work,,Upper Secondary,Centre,Employed,No,1
3689,3120,,In-person attendance,Lower Secondary or below,South,Student,No,0
3690,633,In-person work,,Bachelor or above,North-West,Employed,Yes,5
3691,1348,In-person work,,Upper Secondary,South,Employed,Yes,9
3692,3121,,In-person attendance,Upper Secondary,North-East,Student,Yes,4
3693,1971,,,Upper Secondary,North-West,Retired,Yes,1
3694,1398,,,Bachelor or above,North-East,Retired,Yes,0
3695,1864,,,Bachelor or above,North-West,Retired,Yes,20
3696,3122,,,Upper Secondary,North-West,Retired,No,0
3697,589,In-person work,,Bachelor or above,North-East,Employed,Yes,10
3698,542,In-person work,,Bachelor or above,Centre,Employed,Yes,3
3699,3123,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,12
3700,1422,In-person work,,Upper Secondary,North-West,Employed,Yes,4
3701,3124,In-person work,,Upper Secondary,North-East,Employed,Yes,5
3702,1921,,,Upper Secondary,North-West,Retired,Yes,0
3703,3125,In-person work,,Bachelor or above,North-East,Employed,Yes,24
3704,716,,,Lower Secondary or below,Islands,Retired,Yes,2
3705,514,In-person work,,Upper Secondary,Islands,Employed,Yes,1
3706,3126,No work,,Upper Secondary,South,Employed,Yes,3
3707,794,Remote work,,Upper Secondary,South,Employed,Yes,0
3708,871,In-person work,,Upper Secondary,Islands,Employed,Yes,50
3709,3127,In-person work,,Upper Secondary,North-East,Employed,No,2
3710,3128,,,Upper Secondary,North-East,Retired,Yes,5
3711,3129,In-person work,,Bachelor or above,North-West,Employed,Yes,4
3712,1614,,,Upper Secondary,South,Home/family care,Yes,3
3713,3130,,,Upper Secondary,North-West,Inactive,Yes,1
3714,1426,Remote work,,Upper Secondary,Centre,Employed,Yes,1
3715,1194,In-person work,,Upper Secondary,South,Employed,No,1
3716,1391,In-person work,,Upper Secondary,North-East,Employed,Yes,5
3717,1471,In-person work,,Bachelor or above,Centre,Employed,Yes,3
3718,296,In-person work,,Upper Secondary,South,Employed,Yes,2
3719,2465,Remote work,,Bachelor or above,South,Employed,Yes,5
3720,1795,,,Bachelor or above,North-West,Retired,Yes,0
3721,3131,,In-person attendance,Lower Secondary or below,Centre,Student,No,4
3722,2076,In-person work,,Upper Secondary,North-East,Employed,Yes,5
3723,2126,In-person work,,Upper Secondary,Centre,Employed,No,4
3724,3132,,,Bachelor or above,North-West,Retired,Yes,4
3725,1338,In-person work,,Upper Secondary,North-East,Employed,Yes,0
3726,3133,,In-person attendance,Lower Secondary or below,North-West,Student,No,20
3727,2186,,,Upper Secondary,North-West,Retired,Yes,1
3728,2177,,,Upper Secondary,North-West,Retired,Yes,4
3729,115,In-person work,,Bachelor or above,Centre,Employed,Yes,5
3730,55,,,Lower Secondary or below,North-East,Employed,No,5
3731,3134,,,Bachelor or above,South,Inactive,Yes,1
3732,1494,,,Upper Secondary,South,Retired,Yes,1
3733,2233,In-person work,,Upper Secondary,North-West,Employed,Yes,3
3734,3135,No work,,Bachelor or above,South,Employed,Yes,50
3735,240,In-person work,,Upper Secondary,North-West,Employed,Yes,7
3736,3136,In-person work,,Upper Secondary,Centre,Employed,Yes,1
3737,3137,,,Upper Secondary,Islands,Home/family care,Yes,2
3738,3138,,In-person attendance,Upper Secondary,Centre,Student,Yes,2
3739,3139,,,Upper Secondary,Centre,Home/family care,Yes,4
3740,2081,,,Upper Secondary,South,Home/family care,Yes,3
3741,3140,,,Upper Secondary,North-East,Inactive,Yes,0
3742,637,,,Lower Secondary or below,North-East,Home/family care,Yes,2
3743,1187,In-person work,,Bachelor or above,Centre,Employed,Yes,3
3744,2013,,,Upper Secondary,North-West,Retired,Yes,10
3745,2391,In-person work,,Bachelor or above,North-East,Employed,Yes,10
3746,531,,,Upper Secondary,South,Home/family care,Yes,1
3747,156,In-person work,,Bachelor or above,Islands,Employed,Yes,10
3748,3141,,,Bachelor or above,North-East,Retired,Yes,0
3749,74,No work,,Bachelor or above,Centre,Employed,Yes,6
3750,2196,In-person work,,Bachelor or above,North-East,Employed,Yes,0
3751,2062,In-person work,,Bachelor or above,Islands,Employed,Yes,1
3752,2030,,,Bachelor or above,Centre,Retired,Yes,6
3753,3142,In-person work,,Bachelor or above,North-East,Employed,Yes,15
3754,429,,,Upper Secondary,North-East,Retired,Yes,2
3755,2023,,,Bachelor or above,Centre,Retired,Yes,5
3756,3143,In-person work,,Bachelor or above,Centre,Employed,Yes,0
3757,3144,No work,,Bachelor or above,South,Employed,No,2
3758,3145,,In-person attendance,Bachelor or above,Centre,Student,Yes,3
3759,3146,,,Upper Secondary,North-East,Retired,Yes,1
3760,1502,,,Upper Secondary,North-West,Retired,Yes,4
3761,1166,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,25
3762,483,,,Upper Secondary,North-West,Retired,Yes,2
3763,1010,,,Upper Secondary,North-East,Retired,Yes,3
3764,3147,In-person work,,Upper Secondary,Centre,Employed,Yes,4
3765,3148,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,30
3766,3149,,In-person attendance,Lower Secondary or below,South,Student,Yes,9
3767,3150,In-person work,,Upper Secondary,North-East,Employed,Yes,50
3768,88,No work,,Bachelor or above,North-East,Employed,Yes,5
3769,3151,,In-person attendance,Lower Secondary or below,South,Student,Yes,4
3770,3152,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,27
3771,3153,,In-person attendance,Lower Secondary or below,North-West,Student,No,8
3772,3154,,In-person attendance,Lower Secondary or below,South,Student,No,15
3773,2435,In-person work,,Bachelor or above,Centre,Employed,Yes,70
3774,3155,,,Lower Secondary or below,South,Employed,No,3
3775,3156,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,3
3776,3157,,,Lower Secondary or below,North-East,Inactive,No,3
3777,3158,,In-person attendance,Lower Secondary or below,North-West,Student,No,54
3778,3159,,,Upper Secondary,North-West,Retired,Yes,4
3779,1261,,,Upper Secondary,Centre,Inactive,Yes,0
3780,164,,,Upper Secondary,South,Inactive,No,0
3781,3160,In-person work,,Bachelor or above,Centre,Employed,Yes,3
3782,3161,,,Lower Secondary or below,Centre,Inactive,Yes,2
3783,3162,Remote work,,Upper Secondary,North-East,Employed,Yes,5
3784,2105,In-person work,,Upper Secondary,North-East,Employed,No,9
3785,487,,,Upper Secondary,South,Inactive,Yes,4
3786,1780,,,Upper Secondary,North-West,Retired,Yes,0
3787,2066,,,Bachelor or above,South,Home/family care,Yes,1
3788,241,,,Upper Secondary,North-West,Inactive,Yes,1
3789,3163,,,Upper Secondary,North-West,Retired,Yes,10
3790,3164,In-person work,,Bachelor or above,South,Employed,Yes,10
3791,1900,,,Bachelor or above,Centre,Retired,Yes,3
3792,1723,,,Bachelor or above,South,Retired,Yes,17
3793,3165,,,Upper Secondary,North-West,Inactive,Yes,0
3794,118,,,Lower Secondary or below,South,Employed,No,3
3795,2436,,,Upper Secondary,South,Inactive,Yes,5
3796,1547,,,Upper Secondary,Islands,Inactive,Yes,3
3797,850,Remote work,,Bachelor or above,South,Employed,Yes,2
3798,3166,Remote work,,Upper Secondary,South,Employed,Yes,2
3799,1933,,,Upper Secondary,Centre,Retired,Yes,0
3800,1941,,,Upper Secondary,South,Retired,Yes,2
3801,1728,,,Upper Secondary,North-East,Retired,Yes,3
3802,3167,,,Upper Secondary,South,Home/family care,Yes,5
3803,3168,,,Bachelor or above,Centre,Inactive,Yes,10
3804,3169,In-person work,,Upper Secondary,South,Employed,Yes,4
3805,3170,,,Upper Secondary,Centre,Inactive,Yes,10
3806,3171,,,Upper Secondary,North-West,Retired,Yes,30
3807,77,,,Upper Secondary,Centre,Retired,Yes,6
3808,3172,No work,,Upper Secondary,South,Employed,Yes,1
3809,3173,In-person work,,Upper Secondary,North-West,Employed,Yes,2
3810,188,No work,,Bachelor or above,North-West,Employed,Yes,2
3811,1443,In-person work,,Bachelor or above,North-West,Employed,Yes,50
3812,1566,In-person work,,Upper Secondary,North-East,Employed,Yes,3
3813,3174,,,Bachelor or above,Centre,Retired,Yes,3
3814,340,,,Lower Secondary or below,North-West,Employed,No,5
3815,3175,,,Bachelor or above,South,Retired,Yes,0
3816,51,In-person work,,Upper Secondary,South,Employed,Yes,15
3817,56,In-person work,,Bachelor or above,South,Employed,Yes,10
3818,3176,,,Bachelor or above,Centre,Home/family care,Yes,2
3819,3177,,,Upper Secondary,North-West,Retired,Yes,4
3820,355,,In-person attendance,Lower Secondary or below,Centre,Student,No,28
3821,169,,,Upper Secondary,North-East,Inactive,Yes,1
3822,3178,,In-person attendance,Lower Secondary or below,North-East,Student,No,2
3823,3179,In-person work,,Lower Secondary or below,North-East,Employed,Yes,4
3824,1040,,,Lower Secondary or below,North-East,Retired,Yes,2
3825,3180,In-person work,,Lower Secondary or below,North-West,Employed,Yes,3
3826,1359,,,Lower Secondary or below,North-West,Inactive,No,0
3827,3181,,,Upper Secondary,North-East,Retired,Yes,3
3828,7,,,Upper Secondary,North-West,Retired,Yes,1
3829,1176,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,45
3830,3182,In-person work,,Bachelor or above,Islands,Employed,Yes,7
3831,575,,,Upper Secondary,North-West,Retired,No,5
3832,3183,Remote work,,Upper Secondary,South,Employed,Yes,2
3833,302,,,Upper Secondary,South,Home/family care,Yes,3
3834,3184,No work,,Upper Secondary,South,Employed,Yes,3
3835,1220,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,21
3836,3185,No work,,Upper Secondary,Islands,Employed,Yes,3
3837,1525,,,Upper Secondary,North-East,Home/family care,Yes,1
3838,1906,,,Bachelor or above,Centre,Retired,Yes,1
3839,3186,In-person work,,Bachelor or above,Centre,Employed,Yes,20
3840,3187,,,Upper Secondary,South,Retired,Yes,0
3841,3188,In-person work,,Upper Secondary,South,Employed,Yes,80
3842,3189,In-person work,,Upper Secondary,Centre,Employed,Yes,5
3843,2040,,,Upper Secondary,North-West,Retired,Yes,2
3844,1160,,,Lower Secondary or below,North-East,Home/family care,Yes,0
3845,3190,,,Upper Secondary,North-East,Retired,No,6
3846,2267,,,Upper Secondary,South,Retired,Yes,0
3847,3191,,,Upper Secondary,Centre,Retired,Yes,0
3848,1554,,,Upper Secondary,North-East,Retired,Yes,1
3849,3192,No work,,Bachelor or above,South,Employed,Yes,5
3850,963,In-person work,,Bachelor or above,North-East,Employed,Yes,25
3851,3193,In-person work,,Bachelor or above,Centre,Employed,Yes,4
3852,529,,,Upper Secondary,North-West,Inactive,No,0
3853,677,Remote work,,Bachelor or above,North-West,Employed,No,3
3854,80,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,0
3855,3194,Remote work,,Bachelor or above,North-West,Employed,Yes,1
3856,1378,No work,,Bachelor or above,North-West,Employed,Yes,5
3857,2172,,,Upper Secondary,South,Inactive,Yes,6
3858,333,In-person work,,Upper Secondary,North-East,Employed,Yes,40
3859,1870,,,Upper Secondary,South,Retired,No,0
3860,706,,,Upper Secondary,Islands,Retired,Yes,1
3861,3195,,,Bachelor or above,Centre,Retired,Yes,7
3862,350,In-person work,,Bachelor or above,Centre,Employed,Yes,7
3863,545,,,Upper Secondary,North-East,Home/family care,Yes,4
3864,1144,In-person work,,Upper Secondary,South,Employed,Yes,3
3865,1410,In-person work,In-person attendance,Bachelor or above,Centre,Student,Yes,20
3866,1579,,,Lower Secondary or below,North-West,Retired,Yes,0
3867,58,In-person work,,Upper Secondary,South,Employed,Yes,5
3868,3196,,,Bachelor or above,North-West,Inactive,Yes,5
3869,3197,,,Upper Secondary,Centre,Retired,Yes,0
3870,3198,In-person work,,Lower Secondary or below,Islands,Employed,Yes,7
3871,3199,,,Upper Secondary,Centre,Retired,Yes,60
3872,3200,,,Upper Secondary,North-West,Home/family care,Yes,1
3873,1321,,,Upper Secondary,North-West,Inactive,No,2
3874,3201,,,Upper Secondary,North-West,Retired,Yes,0
3875,3202,,,Upper Secondary,South,Retired,Yes,2
3876,1755,Remote work,,Bachelor or above,North-West,Employed,Yes,2
3877,3203,,,Bachelor or above,North-West,Retired,Yes,3
3878,3204,In-person work,,Bachelor or above,South,Employed,Yes,2
3879,153,,,Upper Secondary,South,Retired,Yes,16
3880,2192,In-person work,,Bachelor or above,North-West,Employed,Yes,50
3881,795,,,Upper Secondary,North-West,Home/family care,Yes,2
3882,3205,,,Upper Secondary,Islands,Home/family care,Yes,0
3883,3206,In-person work,,Bachelor or above,Islands,Employed,Yes,3
3884,1953,,,Bachelor or above,South,Retired,Yes,1
3885,1815,,,Upper Secondary,South,Retired,Yes,0
3886,1678,No work,,Upper Secondary,North-West,Employed,Yes,2
3887,791,,In-person attendance,Lower Secondary or below,South,Student,Yes,12
3888,359,,,Upper Secondary,South,Home/family care,Yes,3
3889,3207,In-person work,,Upper Secondary,North-West,Employed,Yes,1
3890,1382,In-person work,,Upper Secondary,Islands,Employed,Yes,2
3891,3208,In-person work,,Upper Secondary,North-West,Employed,Yes,6
3892,3209,In-person work,,Lower Secondary or below,North-East,Employed,Yes,3
3893,3210,Remote work,,Bachelor or above,Centre,Employed,Yes,3
3894,1676,,,Upper Secondary,North-East,Inactive,No,4
3895,796,,,Upper Secondary,North-East,Retired,Yes,0
3896,1089,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,25
3897,701,,,Bachelor or above,South,Retired,Yes,0
3898,3211,,In-person attendance,Lower Secondary or below,North-West,Student,No,20
3899,308,No work,,Bachelor or above,North-East,Employed,Yes,10
3900,540,Remote work,,Upper Secondary,South,Employed,Yes,1
3901,1896,,,Upper Secondary,Islands,Retired,Yes,0
3902,1034,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,3
3903,2214,In-person work,,Upper Secondary,North-East,Employed,Yes,8
3904,1147,,,Upper Secondary,South,Home/family care,Yes,4
3905,2205,In-person work,,Bachelor or above,North-East,Employed,Yes,4
3906,522,,,Upper Secondary,South,Inactive,Yes,1
3907,1928,,,Upper Secondary,South,Retired,Yes,1
3908,686,,,Lower Secondary or below,Islands,Home/family care,Yes,12
3909,1978,,,Upper Secondary,South,Home/family care,Yes,1
3910,528,,In-person attendance,Bachelor or above,Centre,Student,No,1
3911,616,,,Bachelor or above,North-West,Retired,Yes,0
3912,2400,,,Upper Secondary,South,Home/family care,Yes,2
3913,3212,,,Upper Secondary,North-West,Retired,Yes,2
3914,3213,In-person work,,Upper Secondary,Centre,Employed,Yes,5
3915,3214,,,Bachelor or above,Islands,Retired,Yes,0
3916,8,,,Upper Secondary,Centre,Retired,No,4
3917,217,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
3918,1253,In-person work,,Bachelor or above,North-East,Employed,No,2
3919,309,In-person work,,Upper Secondary,North-East,Employed,Yes,6
3920,3215,,,Upper Secondary,North-West,Retired,Yes,2
3921,3216,,In-person attendance,Lower Secondary or below,South,Student,Yes,60
3922,524,,In-person attendance,Lower Secondary or below,North-West,Student,No,8
3923,1718,Remote work,,Bachelor or above,South,Employed,Yes,2
3924,96,,In-person attendance,Lower Secondary or below,South,Student,Yes,15
3925,3217,In-person work,,Upper Secondary,North-East,Employed,Yes,7
3926,552,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,18
3927,663,,,Bachelor or above,Centre,Retired,Yes,1
3928,1492,,In-person attendance,Bachelor or above,North-West,Student,Yes,30
3929,39,,,Upper Secondary,Centre,Retired,Yes,1
3930,2134,,,Lower Secondary or below,North-East,Home/family care,No,6
3931,2313,In-person work,,Upper Secondary,South,Employed,Yes,2
3932,940,No work,,Upper Secondary,North-East,Employed,Yes,2
3933,2021,In-person work,,Upper Secondary,North-West,Employed,Yes,4
3934,1824,In-person work,,Bachelor or above,South,Employed,No,8
3935,2298,In-person work,,Upper Secondary,South,Employed,Yes,8
3936,3218,,No attendance,Bachelor or above,Centre,Student,Yes,3
3937,2379,In-person work,,Bachelor or above,Centre,Employed,Yes,5
3938,190,,In-person attendance,Lower Secondary or below,Centre,Student,No,5
3939,303,In-person work,,Bachelor or above,North-East,Employed,Yes,6
3940,3219,,,Upper Secondary,South,Home/family care,Yes,3
3941,3220,In-person work,,Bachelor or above,North-East,Employed,Yes,5
3942,1852,,,Upper Secondary,North-East,Retired,Yes,0
3943,3221,In-person work,,Upper Secondary,North-East,Employed,Yes,2
3944,3222,Remote work,In-person attendance,Bachelor or above,North-East,Student,Yes,2
3945,3223,,,Bachelor or above,South,Inactive,Yes,4
3946,3224,In-person work,,Bachelor or above,South,Employed,Yes,4
3947,3225,In-person work,,Bachelor or above,South,Employed,Yes,3
3948,3226,In-person work,,Bachelor or above,Centre,Employed,Yes,40
3949,3227,In-person work,,Lower Secondary or below,Centre,Employed,Yes,2
3950,3228,In-person work,,Upper Secondary,Centre,Employed,Yes,20
3951,3229,In-person work,,Upper Secondary,Islands,Employed,No,2
3952,3230,In-person work,,Upper Secondary,North-East,Employed,Yes,70
3953,3231,In-person work,,Upper Secondary,North-West,Employed,Yes,6
3954,3232,In-person work,,Upper Secondary,North-West,Employed,Yes,3
3955,1233,,,Lower Secondary or below,South,Home/family care,Yes,2
3956,1294,,,Upper Secondary,North-West,Home/family care,No,1
3957,1747,In-person work,,Bachelor or above,South,Employed,Yes,8
3958,614,In-person work,,Lower Secondary or below,North-East,Employed,Yes,1
3959,757,In-person work,,Upper Secondary,Centre,Employed,Yes,1
3960,1113,In-person work,,Upper Secondary,North-West,Employed,Yes,4
3961,1551,,,Bachelor or above,Islands,Home/family care,Yes,4
3962,421,No work,,Bachelor or above,South,Employed,Yes,3
3963,3233,,In-person attendance,Lower Secondary or below,North-West,Student,No,15
3964,3234,,,Upper Secondary,South,Home/family care,Yes,1
3965,1606,Remote work,,Upper Secondary,Centre,Employed,Yes,1
3966,683,,,Upper Secondary,Centre,Retired,Yes,4
3967,3235,No work,,Upper Secondary,South,Employed,Yes,1
3968,1848,,,Lower Secondary or below,North-West,Retired,Yes,0
3969,3236,In-person work,,Bachelor or above,Islands,Employed,Yes,10
3970,970,In-person work,,Bachelor or above,North-East,Employed,Yes,10
3971,3237,,In-person attendance,Lower Secondary or below,South,Student,Yes,15
3972,1071,No work,,Bachelor or above,North-East,Employed,Yes,1
3973,384,,In-person attendance,Lower Secondary or below,North-East,Student,No,2
3974,2276,,,Lower Secondary or below,South,Home/family care,Yes,3
3975,1335,Remote work,,Lower Secondary or below,North-West,Employed,Yes,1
3976,2367,,,Bachelor or above,North-West,Retired,Yes,3
3977,1056,Remote work,,Bachelor or above,Centre,Employed,Yes,3
3978,1702,,,Upper Secondary,North-West,Retired,No,4
3979,2092,,,Upper Secondary,Islands,Inactive,Yes,1
3980,776,In-person work,,Upper Secondary,Islands,Employed,Yes,8
3981,2220,In-person work,,Upper Secondary,Centre,Employed,Yes,3
3982,3238,Remote work,,Bachelor or above,South,Employed,Yes,2
3983,2252,In-person work,,Upper Secondary,North-East,Employed,Yes,4
3984,1575,,,Upper Secondary,North-West,Inactive,Yes,1
3985,513,In-person work,,Bachelor or above,North-East,Employed,Yes,100
3986,506,In-person work,,Upper Secondary,Centre,Employed,Yes,4
3987,1965,,,Bachelor or above,South,Retired,Yes,1
3988,803,,,Lower Secondary or below,North-West,Retired,Yes,5
3989,475,,,Upper Secondary,South,Retired,Yes,2
3990,3239,,In-person attendance,Lower Secondary or below,North-West,Student,No,50
3991,3240,In-person work,,Lower Secondary or below,North-West,Employed,Yes,2
3992,1150,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,30
3993,3241,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,22
3994,3242,,In-person attendance,Lower Secondary or below,Islands,Student,No,18
3995,2337,In-person work,,Bachelor or above,Centre,Employed,Yes,3
3996,85,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,6
3997,859,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,5
3998,3243,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,11
3999,3244,,In-person attendance,Lower Secondary or below,South,Student,Yes,5
4000,3245,,In-person attendance,Lower Secondary or below,North-East,Student,No,16
4001,3246,,,Bachelor or above,South,Retired,Yes,1
4002,1616,No work,,Upper Secondary,South,Employed,No,0
4003,274,,,Upper Secondary,North-West,Home/family care,Yes,20
4004,3247,,,Upper Secondary,South,Home/family care,Yes,4
4005,3248,,In-person attendance,Lower Secondary or below,North-West,Student,No,15
4006,1448,No work,,Bachelor or above,Centre,Employed,Yes,2
4007,2359,,,Bachelor or above,North-West,Retired,Yes,0
4008,1581,Remote work,,Bachelor or above,South,Employed,Yes,2
4009,3249,,,Lower Secondary or below,North-West,Home/family care,Yes,0
4010,3250,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,3
4011,1957,In-person work,,Bachelor or above,South,Employed,Yes,2
4012,3251,,In-person attendance,Lower Secondary or below,North-East,Student,Yes,3
4013,865,In-person work,,Bachelor or above,North-West,Employed,Yes,6
4014,890,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,4
4015,3252,,,Lower Secondary or below,South,Employed,No,2
4016,3253,,,Lower Secondary or below,Centre,Employed,No,5
4017,3254,,In-person attendance,Lower Secondary or below,Centre,Student,No,1
4018,3255,No work,,Bachelor or above,North-West,Employed,Yes,12
4019,262,In-person work,,Upper Secondary,North-West,Employed,Yes,3
4020,3256,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,5
4021,3257,,In-person attendance,Lower Secondary or below,South,Student,Yes,20
4022,3258,In-person work,In-person attendance,Bachelor or above,Centre,Student,Yes,3
4023,3259,In-person work,,Bachelor or above,South,Employed,Yes,0
4024,3260,In-person work,,Bachelor or above,South,Employed,Yes,15
4025,3261,,In-person attendance,Lower Secondary or below,South,Student,Yes,26
4026,3262,In-person work,,Bachelor or above,South,Employed,Yes,0
4027,3263,,In-person attendance,Lower Secondary or below,South,Student,No,3
4028,3264,Remote work,,Bachelor or above,Centre,Employed,Yes,2
4029,3265,,In-person attendance,Lower Secondary or below,Centre,Student,No,18
4030,3266,,In-person attendance,Lower Secondary or below,South,Student,Yes,60
4031,3267,,,Lower Secondary or below,North-East,Home/family care,Yes,0
4032,3268,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,30
4033,3269,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,5
4034,3270,Remote work,,Bachelor or above,Centre,Employed,Yes,4
4035,3271,In-person work,,Bachelor or above,North-East,Employed,Yes,15
4036,3272,,,Upper Secondary,North-East,Retired,Yes,1
4037,2273,No work,,Bachelor or above,Centre,Employed,Yes,2
4038,3273,,In-person attendance,Lower Secondary or below,North-West,Student,Yes,20
4039,3274,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,15
4040,1901,,,Lower Secondary or below,North-West,Retired,Yes,1
4041,3275,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,25
4042,3276,In-person work,,Bachelor or above,North-East,Employed,Yes,4
4043,438,In-person work,,Upper Secondary,North-West,Employed,Yes,10
4044,2396,,,Upper Secondary,South,Retired,Yes,3
4045,3277,,,Upper Secondary,North-East,Retired,Yes,2
4046,938,,In-person attendance,Lower Secondary or below,Islands,Student,Yes,2
4047,249,,In-person attendance,Lower Secondary or below,South,Student,No,3
4048,3278,,,Lower Secondary or below,North-East,Retired,Yes,2
4049,2100,,,Upper Secondary,North-West,Retired,Yes,1
4050,928,In-person work,,Bachelor or above,Islands,Employed,Yes,0
4051,3279,,,Upper Secondary,North-West,Retired,Yes,2
4052,3280,In-person work,,Bachelor or above,Centre,Employed,Yes,1
4053,3281,,,Upper Secondary,North-East,Retired,Yes,4
4054,3282,,,Upper Secondary,North-East,Retired,Yes,2
4055,318,,,Lower Secondary or below,North-East,Home/family care,Yes,1
4056,334,In-person work,,Upper Secondary,North-West,Employed,Yes,5
4057,3283,,,Lower Secondary or below,North-East,Home/family care,Yes,1
4058,2354,,,Upper Secondary,North-East,Home/family care,Yes,1
4059,3284,,,Upper Secondary,North-East,Retired,Yes,1
4060,518,,,Upper Secondary,South,Home/family care,Yes,6
4061,3285,In-person work,,Upper Secondary,North-West,Employed,Yes,2
4062,2142,,,Upper Secondary,North-East,Retired,Yes,3
4063,802,In-person work,,Bachelor or above,North-West,Employed,Yes,14
4064,3286,,,Upper Secondary,North-West,Retired,Yes,2
4065,2160,,,Upper Secondary,Centre,Retired,Yes,0
4066,2156,In-person work,,Lower Secondary or below,North-East,Employed,Yes,6
4067,1812,In-person work,,Upper Secondary,Centre,Employed,Yes,0
4068,476,In-person work,,Upper Secondary,Centre,Employed,Yes,3
4069,1242,,,Upper Secondary,Centre,Inactive,Yes,6
4070,1042,In-person work,,Upper Secondary,North-West,Employed,Yes,10
4071,1954,,,Upper Secondary,North-East,Retired,Yes,6
4072,168,,In-person attendance,Lower Secondary or below,Centre,Student,Yes,25
4073,2197,,,Upper Secondary,North-West,Retired,Yes,0
4074,1630,,,Bachelor or above,North-West,Retired,Yes,5
4075,2254,Remote work,,Upper Secondary,Centre,Employed,No,4
4076,1934,,,Bachelor or above,North-West,Retired,Yes,0
4077,2129,In-person work,,Bachelor or above,Centre,Employed,Yes,5
4078,1568,,,Upper Secondary,Centre,Retired,Yes,0
4079,3287,,,Lower Secondary or below,North-West,Retired,Yes,0
4080,3288,,,Lower Secondary or below,North-West,Retired,Yes,1
4081,3289,In-person work,,Bachelor or above,South,Employed,Yes,2
4082,3290,,,Bachelor or above,North-West,Home/family care,Yes,3
4083,222,In-person work,,Bachelor or above,Centre,Employed,Yes,6
4084,3291,,,Bachelor or above,North-West,Retired,Yes,2
4085,3292,,,Bachelor or above,South,Home/family care,Yes,12
4086,3293,,,Bachelor or above,North-West,Retired,Yes,1
4087,3294,,,Upper Secondary,North-West,Retired,Yes,1
4088,3295,No work,,Bachelor or above,South,Employed,Yes,2
